id,displayName,primaryType,formattedAddress,location[latitude],location[longitude],nationalPhoneNumber,currentOpeningHours,websiteURL,
ChIJG5Dutsm9M4gRIOhJQ9TclWY,Nailed it,general contractor,"49 Kyle Rd, Mercer, PA 16137, USA",41.2438439,-80.3003822,(724) 851-2281,Monday: 8:00 AM - 6:00 PM|Tuesday: 8:00 AM - 6:00 PM|Wednesday: 8:00 AM - 6:00 PM|Thursday: 8:00 AM - 6:00 PM|Friday: 8:00 AM - 6:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJq6rmwOW8M4gRwAemU5QvAhg,XIREN,,"7827 W Market St, Mercer, PA 16137, USA",41.2407526,-80.3058373,(724) 201-6124,,https://xiren.io/contact-us/,None
ChIJFxsB3eW8M4gRIt-NarlsfeI,Jones Shakes,restaurant,"7827 W Market St, Mercer, PA 16137, USA",41.2406843,-80.30583109999999,(724) 662-0210,Monday: 11:00 AM - 10:00 PM|Tuesday: 11:00 AM - 10:00 PM|Wednesday: 11:00 AM - 10:00 PM|Thursday: 11:00 AM - 10:00 PM|Friday: 11:00 AM - 10:00 PM|Saturday: 12:00 - 10:00 PM|Sunday: 1:00 - 10:00 PM|,https://jonesshakes.com/,None
ChIJy9qV8Jy8M4gRwxOI9PTOhdY,Terra Resources LLC,,"2687 Valley Rd, Mercer, PA 16137, USA",41.2690644,-80.3078263,(724) 662-2460,,,None
ChIJXwaAmsW8M4gRDkl60H0C5jI,"Envirothink, Inc",consultant,"7904 Lamor Rd, Mercer, PA 16137, USA",41.2438712,-80.2887492,(724) 765-5045,,http://envirothinkinc.com/,None
ChIJqxH9k1O8M4gRRIef4drfb-s,Voytik Construction Company LLC,general contractor,"103 Zahniser Rd, Mercer, PA 16137, USA",41.2375497,-80.3278897,(724) 301-7555,,http://voytikconstruction.com/,None
ChIJE4IXD2-9M4gRX-u5W1jgPpQ,Jefferson Estates,rv park,"7992 W Market St Lot # 17, Mercer, PA 16137, USA",41.2372472,-80.29100079999999,,,,None
ChIJVXxbQBm9M4gRpY35owZ87y8,Dollar General,discount store,"7501 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.234339999999996,-80.33279999999999,(724) 551-0572,Monday: 8:00 AM - 10:00 PM|Tuesday: 8:00 AM - 10:00 PM|Wednesday: 8:00 AM - 10:00 PM|Thursday: 8:00 AM - 10:00 PM|Friday: 8:00 AM - 10:00 PM|Saturday: 8:00 AM - 10:00 PM|Sunday: 8:00 AM - 10:00 PM|,https://www.dollargeneral.com/store-directory/pa/mercer/23355,None
ChIJrx9iVDGpM4gRx-dQbTMuLBk,Canons Detailing Services,,"7464 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.233692500000004,-80.3345619,(724) 977-3210,Monday: 9:00 AM - 4:00 PM|Tuesday: 9:00 AM - 4:00 PM|Wednesday: 9:00 AM - 4:00 PM|Thursday: 9:00 AM - 4:00 PM|Friday: 9:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,http://canonsdetailingservices.com/,None
ChIJL-9tC-2jM4gRh2e2kZSdH6g,Steve's Diesel Shop,car repair,"7464 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.233533,-80.334746,(724) 269-0477,Monday: 8:30 AM - 5:00 PM|Tuesday: 8:30 AM - 5:00 PM|Wednesday: 8:30 AM - 5:00 PM|Thursday: 8:30 AM - 5:00 PM|Friday: 8:30 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJR8rBz7K9M4gRyVMuEm1kjyU,FTW Tire Warehouse,wholesaler,"7464 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.2334855,-80.3347221,(800) 218-8183,Monday: 7:30 AM - 5:00 PM|Tuesday: 7:30 AM - 5:00 PM|Wednesday: 7:30 AM - 5:00 PM|Thursday: 7:30 AM - 5:00 PM|Friday: 7:30 AM - 5:00 PM|Saturday: 8:00 AM - 12:00 PM|Sunday: Closed|,http://www.flynnswholesale.com/,None
ChIJZyUAKbO9M4gRpsGpaUrSaLU,62 Motors,car dealer,"7452 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.2336561,-80.3356149,(724) 306-6811,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,https://www.62motors.com/,None
ChIJf6q5Bym9M4gRU16jrwOR1P8,Mercer County Hardwoods,store,"35 Lackawannock Dr, Mercer, PA 16137, USA",41.2330541,-80.3347328,(724) 342-3300,Monday: 7:00 AM - 3:00 PM|Tuesday: 7:00 AM - 3:00 PM|Wednesday: 7:00 AM - 3:00 PM|Thursday: 7:00 AM - 3:00 PM|Friday: 7:00 AM - 3:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJE7KEqkq8M4gRqtnRaCs6xA0,Sharon Auto Wrecking,auto parts store,"7362 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.235233,-80.34328,(724) 346-4106,Monday: 7:30 AM - 5:00 PM|Tuesday: 7:30 AM - 5:00 PM|Wednesday: 7:30 AM - 5:00 PM|Thursday: 7:30 AM - 5:00 PM|Friday: 7:30 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://www.sharonauto.com/,None
ChIJ0TZ57RihM4gRW7PLRpeNbDk,Plant's Herb Farm Bed and Breakfast,bed and breakfast,"104 S Foster Rd, Mercer, PA 16133, USA",41.237518,-80.1504477,(724) 301-3273,Monday: 8:00 AM - 9:00 PM|Tuesday: 8:00 AM - 9:00 PM|Wednesday: 8:00 AM - 9:00 PM|Thursday: 8:00 AM - 9:00 PM|Friday: 8:00 AM - 9:00 PM|Saturday: 8:00 AM - 9:00 PM|Sunday: 8:00 AM - 9:00 PM|,http://www.plantsherbfarm.com/,None
ChIJIf4PpoWhM4gRD9J3swGA5Xc,Red Run Farms,farm,"88 Millbrook Rd, Mercer, PA 16137, USA",41.2404156,-80.162544,(814) 289-9164,Monday: 9:00 AM - 6:00 PM|Tuesday: 9:00 AM - 6:00 PM|Wednesday: 9:00 AM - 6:00 PM|Thursday: 9:00 AM - 6:00 PM|Friday: 9:00 AM - 6:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: 9:00 AM - 5:00 PM|,https://redrunfarms.us/,None
ChIJQcm7BxuhM4gR1BniJ8uGswI,Aites Repair Shop,car repair,"7 S Foster Rd, Mercer, PA 16137, USA",41.2312316,-80.1509475,(814) 786-7440,,,None
ChIJ7-aewBKhM4gR39whIMsbxfc,Kimbles Viaduct (B&LE Railroad),,"1418-1424 Scrubgrass Rd, Mercer, PA 16137, USA",41.23137200000001,-80.164039,,,,None
ChIJA3Y57emhM4gRtqR4QH5KYjM,Thompson Excavating,general contractor,"29 Pizor Rd, Mercer, PA 16137, USA",41.230339099999995,-80.13837269999999,(814) 786-3132,Monday: 7:00 AM - 7:00 PM|Tuesday: 7:00 AM - 7:00 PM|Wednesday: 7:00 AM - 7:00 PM|Thursday: 7:00 AM - 7:00 PM|Friday: 7:00 AM - 7:00 PM|Saturday: 7:00 AM - 7:00 PM|Sunday: Closed|,,None
ChIJNQjhGP6gM4gRQPI0VTe_OrE,Pardoe Sportsmen's Association,sports club,"53 Sportsman Rd, Mercer, PA 16137, USA",41.2221772,-80.142408,,,http://www.pardoesportsmens.com/,None
ChIJBwWdQ0yhM4gRaQ9wJUSh5bc,bushel and a peck farm,farm,"257 S Cottage Rd, Mercer, PA 16137, USA",41.2574182,-80.1724764,(724) 662-1231,,,None
ChIJVbThTkyhM4gRKXXP_bUFkiw,NWPA Growers,farm,"257 S Cottage Rd, Mercer, PA 16137, USA",41.2574089,-80.17303950000002,(724) 300-3540,Monday: Closed|Tuesday: Closed|Wednesday: 10:00 AM - 7:00 PM|Thursday: 10:00 AM - 7:00 PM|Friday: Closed|Saturday: Closed|Sunday: Closed|,https://www.nwpagrowers.com/,None
ChIJ4RjCxUyhM4gRess07YZ5KfM,Lee's Taxidermy,,"298 S Cottage Rd, Mercer, PA 16137, USA",41.2599837,-80.17253099999999,(724) 662-9499,,,None
ChIJKyuzPCqlM4gR1iwkMEaKOJM,Stiffys Auto Recycling,,"501 Airport Rd, Mercer, PA 16137, USA",41.281577399999996,-80.2049901,(724) 974-8746,Monday: 10:00 AM - 5:00 PM|Tuesday: 10:00 AM - 5:00 PM|Wednesday: 10:00 AM - 5:00 PM|Thursday: 10:00 AM - 5:00 PM|Friday: 10:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJAxYsZHSlM4gR6IJQCP99GrU,The Knee High Beekeepers,farm,"207 Mc Ewen Rd, Mercer, PA 16137, USA",41.282329,-80.21651700000001,(724) 321-5067,,,None
ChIJ252Gm5ylM4gROspUbw4efWo,DL Brockelhurst Homes,,"96 Babcock Rd, Mercer, PA 16137, USA",41.2830377,-80.2174838,(724) 699-9993,,,None
ChIJywXswUelM4gR_YdaSUTh5gA,Eastman Family Farmstead,farm,"124 Mc Ewen Rd, Mercer, PA 16137, USA",41.2761855,-80.2116126,(724) 300-3611,,,None
ChIJv1DuVCCkM4gRw9mxEBfclQc,Court's Construction,general contractor,"362 Coolspring Church Rd, Mercer, PA 16137, USA",41.2790949,-80.1942725,(724) 734-1043,Monday: 8:00 AM - 8:00 PM|Tuesday: 8:00 AM - 8:00 PM|Wednesday: 8:00 AM - 8:00 PM|Thursday: 8:00 AM - 8:00 PM|Friday: 8:00 AM - 8:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJI0YhbyykM4gRmUdBVAgslXY,Dutch Lane Kennel,,"373 Holmes Rd, Mercer, PA 16137, USA",41.2968451,-80.21221899999999,(724) 475-3647,"Monday: 8:00 - 10:00 AM, 4:00 - 6:00 PM|Tuesday: 8:00 - 10:00 AM, 4:00 - 6:00 PM|Wednesday: 8:00 - 10:00 AM, 4:00 - 6:00 PM|Thursday: 8:00 - 10:00 AM, 4:00 - 6:00 PM|Friday: 8:00 - 10:00 AM, 4:00 - 6:00 PM|Saturday: 8:00 - 10:00 AM|Sunday: 8:00 - 10:00 AM|",http://www.dutchlanekennel.net/,None
ChIJCwfD_xGkM4gRauu3P_p1DU8,Cooper Excavating,general contractor,"365 Airport Rd, Mercer, PA 16137, USA",41.2730964,-80.2045,(724) 475-4388,,,None
ChIJN-XBRSakM4gRE0kUhpO8Hpg,GABLE FARM,event venue,"539 Coolspring Church Rd, Mercer, PA 16137, USA",41.2904154,-80.1921614,,,http://www.gablefarm.com/,None
ChIJdW7RQEl1M4gRsNxsTi5D-QA,Court Chiropractic Center,,"362 Coolspring Church Rd, Mercer, PA 16137, USA",41.2783078,-80.1916129,(724) 877-0035,Monday: 1:00 - 6:00 PM|Tuesday: Closed|Wednesday: 1:00 - 6:00 PM|Thursday: Closed|Friday: 1:00 - 6:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJaz7OKrGlM4gRfTaPknIRyDk,SINES Grain Farm & Trucking,moving company,"227 Holmes Rd, Mercer, PA 16137, USA",41.2996571,-80.2211696,(724) 699-3157,,,None
ChIJUcsgeB2kM4gRsUsK3efGAUc,Yinzer Home Buyer,real estate agency,"913 Latonka Dr, Mercer, PA 16137, USA",41.2743786,-80.1881973,(412) 223-7020,,http://yinzerhomebuyer.com/,None
ChIJEWPQah2kM4gRjXSS13hLz6o,Kwaiser Consulting,consultant,"911 Aztec Trail, Mercer, PA 16137, USA",41.2734147,-80.188861,(724) 301-1254,Monday: 11:00 AM - 6:00 PM|Tuesday: 11:00 AM - 6:00 PM|Wednesday: 11:00 AM - 6:00 PM|Thursday: 11:00 AM - 6:00 PM|Friday: 11:00 AM - 6:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJYdAN0hWlM4gR-MhRndXSO68,Lawrence Haven Genetics,farm,"469 Tait Rd, Mercer, PA 16137, USA",41.3029338,-80.2172324,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,,None
ChIJ59tpywKkM4gRH99WCVyDmi8,Cardillo Design Associates,,"944 Latonka Dr, Mercer, PA 16137, USA",41.2718278,-80.1888184,(724) 475-4475,,,None
ChIJbYpFWR2kM4gRRZr2Nq3dGbs,Dotty's Sewing & Alterations,,"903 Aztec Trail, Mercer, PA 16137, USA",41.272999299999995,-80.1867212,(724) 475-4100,Monday: 12:00 - 5:00 PM|Tuesday: Closed|Wednesday: Closed|Thursday: 12:00 - 4:00 PM|Friday: Closed|Saturday: Closed|Sunday: Closed|,,None
ChIJdeO5M36nM4gRdK_kc4j7NDA,Duke & Lola's Cafe,cafe,"422 Latonka Dr, Mercer, PA 16137, USA",41.2911256,-80.18207029999999,(724) 300-3603,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 9:00 AM - 8:00 PM|Sunday: 9:00 AM - 4:00 PM|,https://www.facebook.com/dukeandlolas/,None
ChIJgzCqFWqjM4gRfyj42qrHhUA,Avalon Professional Center,real estate agency,"24 Avalon Ct, Mercer, PA 16137, USA",41.2485439,-80.25303029999999,(724) 662-5400,,http://www.avalonprofessionalcenter.com/,None
ChIJEy-Re2ujM4gRJbNNil-7fug,Avalon Springs Place,,"745 Greenville Rd, Mercer, PA 16137, USA",41.248235,-80.25150599999999,(724) 662-5400,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,https://www.upmc.com/services/senior-communities/independent-living/avalon-springs?utm source=google&utm campaign=business-profile&utm content=avalonspringsplace-mercer-website,None
ChIJPzKf5mqjM4gRITZfTYFvVG0,Mercer County Conservation,,"753 Greenville Rd, Mercer, PA 16137, USA",41.2491365,-80.2520907,(724) 662-2242,,http://mercercountycd.com/,None
ChIJYxr3sRSjM4gRu4IoN1uLhEw,Idola Ciotti-Menold,pharmacy,"737 Greenville Rd, Mercer, PA 161375023, USA",41.247064699999996,-80.2496085,(724) 662-1414,,,None
ChIJYxr3sRSjM4gRuXKLzxXihtE,Christian Carbonell,,"737 Greenville Rd, Mercer, PA 16137, USA",41.247064699999996,-80.2496085,(724) 662-2650,,https://www.primary-health.net/providers/christian-carbonell-dpm-cws-facfaom/,None
ChIJYxr3sRSjM4gRmXiqaTQhIf0,Rebecca Macri,pharmacy,"737 Greenville Rd, Mercer, PA 161375070, USA",41.247064699999996,-80.2496085,(724) 662-1414,,,None
ChIJYxr3sRSjM4gRO4At7y3Kh08,Benjamin Shipton,doctor,"737 Greenville Rd, Mercer, PA 16137, USA",41.247064699999996,-80.2496085,(724) 662-2650,,https://www.primary-health.net/providers/benjamin-shipton-do/,None
ChIJ2Q6SWhqjM4gRCph-i6IsGAU,Imaging Services at UPMC Horizon Diagnostic Center - Mercer,,"737 Greenville Rd, Mercer, PA 16137, USA",41.247064699999996,-80.2496085,(724) 662-6665,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://www.upmc.com/Services/imaging,None
ChIJAQCw_2qjM4gR21z-pH9vDQs,Coolsprings Connections,,"12 Avalon Ct, Mercer, PA 16137, USA",41.2499447,-80.251778,(724) 981-7141,,http://www.cccmer.org/,None
ChIJP9ISn2yjM4gR3mmk77ylxHc,UPMC Horizon Diagnostic Center,,"737 Greenville Rd, Mercer, PA 16137, USA",41.2481833,-80.24895099999999,(724) 662-6665,"Monday: 8:30 AM - 1:00 PM, 2:30 - 4:00 PM|Tuesday: 8:30 AM - 1:00 PM, 2:30 - 4:00 PM|Wednesday: 8:30 AM - 1:00 PM, 2:30 - 4:00 PM|Thursday: 8:30 AM - 1:00 PM, 2:30 - 4:00 PM|Friday: 8:30 AM - 1:00 PM, 2:30 - 4:00 PM|Saturday: Closed|Sunday: Closed|",,None
ChIJP9ISn2yjM4gRS_3MbdXj40A,Mercer Primary Care | Primary Health Network,,"737 Greenville Rd, Mercer, PA 16137, USA",41.2481498,-80.24887079999999,(724) 662-2650,Monday: 8:00 AM - 8:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,https://www.primary-health.net/locations/mercer/mercer-primary-care/,None
ChIJP9ISn2yjM4gRC7zDbHn-FYI,Mercado Jorge MD,doctor,"737 Greenville Rd, Mercer, PA 16137, USA",41.2482638,-80.2488747,(724) 662-2650,,,None
ChIJZ9ESn2yjM4gRL2HythAwz0c,Mercer Primary Care: Wright Michelle MD,doctor,"737 Greenville Rd, Mercer, PA 16137, USA",41.2482638,-80.2488747,(724) 662-2650,,,None
ChIJP9ISn2yjM4gRmzxfHfA5Buw,Pierko Darius MD,doctor,"737 Greenville Rd, Mercer, PA 16137, USA",41.2482638,-80.2488747,(724) 662-2650,,,None
ChIJGXOnWgWjM4gRii4alm9QYHM,US Agricultural Department,,"751 Greenville Rd, Mercer, PA 16137, USA",41.2494048,-80.24920019999999,(724) 662-2890,,https://www.usda.gov/,None
ChIJTfdVnmyjM4gRbvxBlXtNlZE,Behavioral Health Associates,,"51 Greenville Rd, Mercer, PA 16137, USA",41.2486882,-80.2486003,(724) 588-7814,,,None
ChIJGXOnWgWjM4gRQ04tXqVqH8w,Natural Resources Conservation,,"Greenville Rd, Mercer, PA 16137, USA",41.2486882,-80.2486003,(724) 662-3740,,https://www.nrcs.usda.gov/,None
ChIJGXOnWgWjM4gRoQ5L2pz1eRc,Farm Service Agency,,"751 Greenville Rd, Mercer, PA 16137, USA",41.2501466,-80.2500354,(724) 652-3321,,,None
ChIJE2l9NNK9M4gRJ3xbL1pt4as,PGH Dive Bar Talk,,"1261 Bend Rd, Mercer, PA 16137, USA",41.223622999999996,-80.346617,,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: 9:00 AM - 5:00 PM|,,None
ChIJqZhiU_i9M4gRqX1iuagu_O0,Beds for Little Heads,store,"1967 Mercer West Middlesex Rd, Mercer, PA 16137, USA",41.1990287,-80.35694730000002,(724) 979-4868,Monday: 10:00 AM - 5:00 PM|Tuesday: 10:00 AM - 5:00 PM|Wednesday: 10:00 AM - 5:00 PM|Thursday: 10:00 AM - 5:00 PM|Friday: 10:00 AM - 5:00 PM|Saturday: 10:00 AM - 5:00 PM|Sunday: Closed|,,None
ChIJqZhiU_i9M4gRXAFWeZPBKJE,Greenfield Woodworks,,"1967 Mercer West Middlesex Rd, Mercer, PA 16137, USA",41.1990287,-80.35694730000002,(724) 967-1785,,http://www.greenfieldwoodworks.com/,None
ChIJ4Xr_b3O9M4gRR0apTAoSpr0,LaVega Cigars by Aaron M. Paoletta,store,"2027 Mercer West Middlesex Rd, Mercer, PA 16137, USA",41.198839899999996,-80.362927,(724) 699-5258,,http://www.lavegacigars.com/,None
ChIJEXbPp_e9M4gRmsKYxrBPUA8,Mercer Airsoft Center,sporting goods store,"1915 Mercer West Middlesex Rd, Mercer, PA 16137, USA",41.198707600000006,-80.3528094,(724) 979-6600,Monday: Closed|Tuesday: Closed|Wednesday: 4:00 - 8:00 PM|Thursday: 4:00 - 8:00 PM|Friday: 4:00 - 10:00 PM|Saturday: 10:00 AM - 6:00 PM|Sunday: 10:00 AM - 6:00 PM|,https://mercerairsoftcenter.com/,None
ChIJp7WOZs29M4gRCCTxxGOo1dw,H and H Sewer and Drain,plumber,"7224 W Market St, Mercer, PA 16137, USA",41.234845199999995,-80.3541946,(724) 967-4046,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,,None
ChIJQxSSTzO8M4gRdW-kjA1vdPQ,Carriers & Wreckers By Kimes,point of interest,"7294 W Market St, Mercer, PA 16137, USA",41.2354723,-80.3502451,(724) 342-2930,,,None
ChIJrbNmbsqmM4gR66t0kEz3YGw,Imperial Systems Inc,,"7320 W Market St, Mercer, PA 16137, USA",41.2345697,-80.3470979,(724) 662-2801,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://www.isystemsweb.com/,None
ChIJ9yeFQVWWM4gRuCSMkVCGZmU,Orchard Road Produce,market,"285 Orchard Rd, Mercer, PA 16137, USA",41.155680499999995,-80.3231464,(330) 979-4233,Monday: 10:00 AM - 6:00 PM|Tuesday: 10:00 AM - 6:00 PM|Wednesday: 10:00 AM - 6:00 PM|Thursday: 10:00 AM - 6:00 PM|Friday: 10:00 AM - 6:00 PM|Saturday: 10:00 AM - 6:00 PM|Sunday: Closed|,,None
ChIJ1YCoTL-XM4gRxXh8WoGzvEg,Western Union,finance,"DG Market, 1995 Mercer-New Wilmington Rd, New Wilmington, PA 16142, USA",41.131702399999995,-80.32509689999999,(724) 964-2152,Monday: 8:00 AM - 10:00 PM|Tuesday: 8:00 AM - 10:00 PM|Wednesday: 8:00 AM - 10:00 PM|Thursday: 8:00 AM - 10:00 PM|Friday: 8:00 AM - 10:00 PM|Saturday: 7:00 AM - 10:00 PM|Sunday: 7:00 AM - 10:00 PM|,https://location.westernunion.com/us/pa/new-wilmington/1b2d8dca28d075b18a0b6ef3870b172b?utm source=google&utm medium=distrib&utm campaign=google-distrib,None
ChIJNTySfR2jM4gRcMEDhZcsPjI,Children's Aid Society,,"350 W Market St, Mercer, PA 16137, USA",41.227517899999995,-80.2459411,(724) 662-4730,Monday: 8:00 AM - 4:30 PM|Tuesday: 8:00 AM - 4:30 PM|Wednesday: 8:00 AM - 4:30 PM|Thursday: 8:00 AM - 4:30 PM|Friday: 8:00 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,http://casmercer.org/,None
ChIJh2DL8nijM4gR7U6ARfDA450,Gilliam's Little Acres Farm,gift shop,"Landis Dr, Mercer, PA 16137, USA",41.2275129,-80.2499807,(724) 992-4084,,https://www.gilliamslittleacres.com/?utm source=google&utm medium=wix google business profile&utm campaign=13805140324470837641,None
ChIJZ3b33OGiM4gRJBm81jc100I,Professional Habilitation Services,,"8484 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.2267948,-80.24959659999999,(724) 269-7030,Monday: 8:30 AM - 4:30 PM|Tuesday: 8:30 AM - 4:30 PM|Wednesday: 8:30 AM - 4:30 PM|Thursday: 8:30 AM - 4:30 PM|Friday: 8:30 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJk45IXx6jM4gRRWZTM2wfICc,Amsoil Dealer - Lyttle Trucking,car repair,"8384 Lamor Rd, Mercer, PA 16137, USA",41.229983999999995,-80.25056219999999,(724) 699-8142,Monday: 9:00 AM - 6:00 PM|Tuesday: 9:00 AM - 6:00 PM|Wednesday: 9:00 AM - 6:00 PM|Thursday: 9:00 AM - 6:00 PM|Friday: 9:00 AM - 6:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJAZMaJU2jM4gRtlBAydRU2wY,AHN Primary Care Grove City,,"400 W Butler St, Mercer, PA 16137, USA",41.2256656,-80.2442858,(724) 662-4990,Monday: 9:00 AM - 4:00 PM|Tuesday: 9:00 AM - 4:00 PM|Wednesday: 9:00 AM - 4:00 PM|Thursday: 9:00 AM - 4:00 PM|Friday: 9:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://www.ahn.org/location-search/ahn-primary-care-grove-city-6773,None
ChIJcRxPxOKiM4gRE4lR4i8G5ME,Paronish Michael D MD,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,,,None
ChIJJyRPxOKiM4gRch8SKQnkMrw,Family Healthcare Partners: Sprando Christopher MD,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,,https://findcare.ahn.org/Christopher-Sprando,None
ChIJ4SVPxOKiM4gRZfPUqlh5Gko,Mercer Outpatient Services,,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 269-7300,,,None
ChIJJyRPxOKiM4gR3eVNpft5O8o,Family Healthcare Partners: Smith Edward G MD,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,,https://findcare.ahn.org/Edward-G-Smith,None
ChIJJyRPxOKiM4gRrfCv3WDnzBo,Family Healthcare Partners: Thompson Cheryl A MD,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,,,None
ChIJ4SVPxOKiM4gR-K5eOqmcqgQ,AHN Family Healthcare Partners,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,Monday: 9:00 AM - 4:00 PM|Tuesday: 9:00 AM - 4:00 PM|Wednesday: 9:00 AM - 4:00 PM|Thursday: 9:00 AM - 4:00 PM|Friday: 9:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://www.ahn.org/location-search/ahn-family-healthcare-partners-mercer-5910,None
ChIJ4SVPxOKiM4gRjmbk2UeeWtw,Thomas Kevin A DO,doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2256074,-80.2443122,(724) 662-4990,,,None
ChIJ92PtsnejM4gRoWwX65g2y_4,"Kayla M Dehus, CRNP",doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2255878,-80.2442858,(724) 662-4990,Monday: 9:00 AM - 4:00 PM|Tuesday: 9:00 AM - 4:00 PM|Wednesday: 9:00 AM - 4:00 PM|Thursday: 9:00 AM - 4:00 PM|Friday: 9:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://findcare.ahn.org/Kayla-Weaver,None
ChIJJyRPxOKiM4gRUU0A11FY430,Family Healthcare Partners: Hefner David W DO,doctor,"400 W Butler St #2, Mercer, PA 16137, USA",41.2255878,-80.2442858,(724) 662-4990,,,None
ChIJ4SVPxOKiM4gRCBty3EGozSM,"David G Hoyt, DO",doctor,"400 W Butler St, Mercer, PA 16137, USA",41.2255878,-80.2442858,(724) 662-4990,Monday: 9:00 AM - 4:00 PM|Tuesday: 9:00 AM - 4:00 PM|Wednesday: 9:00 AM - 4:00 PM|Thursday: 9:00 AM - 4:00 PM|Friday: 9:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,https://findcare.ahn.org/David-G-Hoyt,None
ChIJAWeoCN-iM4gR2E4oyAdAdtQ,Optimum Cover Insurance Co,,"219 US-62, Mercer, PA 16137, USA",41.226682499999995,-80.2428455,(724) 241-3251,Monday: 7:00 AM - 8:00 PM|Tuesday: 7:00 AM - 8:00 PM|Wednesday: 7:00 AM - 8:00 PM|Thursday: 7:00 AM - 8:00 PM|Friday: 7:00 AM - 8:00 PM|Saturday: 7:00 AM - 8:00 PM|Sunday: Closed|,,None
ChIJqzjyV-KiM4gR84j6b8N60KE,Mercer Area School District,,"545 W Butler St, Mercer, PA 16137, USA",41.224331,-80.2482498,(724) 662-5100,,http://www.mercer.k12.pa.us/,None
ChIJPZlYQTSjM4gRYTM3RLGWAYI,The Big Brickhouse,guest house,"219 W Market St, Mercer, PA 16137, USA",41.22662830000001,-80.2428047,(724) 699-5977,,http://www.thebigbrickhouse.com/,None
